Duration	Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	FNL1	FNL2	EDU	NAT_1	NAT_2	NAT_3	NAT_4	EXCLUDE	LNG1	LNG2	EXP_1	EXP_2	EXP_3	RHAB
761	男性	51	中国・四国	5	5	5	4	3	4	2	3	4	4	3	4	5	5	5	5	1	4	4	A	5	7	3	4	3	5	3	1	2	5	3	5	5	1	2	0	1	1	0	4	6	6	2	3	6	2	6	2	8	5	4	7	3	1	3	5	4	2	4	4	4	3	4	5	4	4	4	4	なし	仏教式		高等学校	日本	日本	製造	岡山		はい	ネイティブ(母語が日本語である)	3	7	1	1
412	男性	23	中国・四国	3	2	2	3	2	2	2	3	4	4	3	4	4	4	4	4	4	4	5	A	5	3	5	3	3	3	3	3	3	3	3	3	3	-4	-4	0	-3	0	0	5	5	5	4	5	5	5	4	5	4	5	5	5	5	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	なし	仏教式		大学・大学校	日本	日本	学生	島根		はい		6	1	6	0
869	男性	44	関東	1	1	1	1	4	1	1	1	6	4	2	3	4	4	5	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	-4	-4	-4	-4	-4	2	0	5	5	5	0	7	0	0	0	8	0	0	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	仏教	仏教式		大学・大学校	日本	日本	会社員	埼玉県		はい		3	1	1	10
863	女性	40	中部・北陸	4	3	3	3	2	4	4	4	4	3	2	2	4	5	3	4	4	2	3	A	2	1	2	2	2	2	2	2	2	2	1	2	2	0	3	3	3	1	3	6	5	8	7	9	8	8	5	7	7	5	6	8	6	6	5	3	3	3	4	4	3	5	3	4	4	5	2	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	専業主婦	愛知県		はい		3	4	1	3
2489	女性	40	中国・四国	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	サービス	広島		はい		1	1	1	1
628	男性	50	中部・北陸	1	4	4	3	3	4	4	3	6	6	6	6	7	7	4	7	5	4	4	A	4	4	4	4	4	4	4	4	4	4	4	5	5	1	1	0	4	4	2	9	8	5	5	5	5	5	5	5	8	5	5	5	5	5	6	6	1	7	7	7	4	1	4	7	7	7	7	7	仏教	無宗教式		大学・大学校	日本	日本	会社員	愛知県		はい		4	1	1	0
925	女性	20	関東	4	5	4	3	1	3	1	1	6	6	3	3	6	7	3	3	3	3	5	A	3	3	3	2	3	1	2	1	2	1	1	5	4	-3	4	1	4	4	1	0	8	0	0	4	9	0	0	0	10	1	9	6	0	10	2	7	5	3	5	5	5	6	5	5	5	4	2	2	なし	仏教式		高等学校	日本	日本	コールセンター	神奈川県		はい		4	2	1	0
1340	女性	42	中部・北陸	4	3	2	2	1	4	2	3	4	4	3	2	2	5	5	3	4	4	1	A	3	3	3	2	3	4	5	3	4	2	2	5	4	0	0	0	0	0	1	0	10	5	0	5	10	1	5	0	10	5	10	5	5	10	3	5	3	3	5	2	2	4	2	5	5	4	3	5	なし	仏教式		大学・大学校	日本	日本	事務職	石川県		はい		6	1	1	0
550	男性	45	中部・北陸	3	2	4	2	2	3	2	3	3	2	4	3	5	5	6	2	2	3	4	A	4	5	5	6	2	2	3	4	3	4	5	5	6	0	0	-1	-2	1	-1	7	7	3	5	5	6	3	2	4	5	4	3	3	6	7	5	5	2	3	3	4	4	4	5	3	4	4	5	5	なし	仏教式		大学・大学校	日本	日本	会社員	新潟		はい		4	2	2	2
413	その他	20	近畿（関西）	2	2	3	4	5	5	3	2	4	4	4	5	1	4	4	4	7	2	3	A	1	1	1	1	1	1	1	1	1	1	1	1	1	-4	-2	0	4	4	-3	4	1	1	4	5	3	2	3	1	10	4	1	1	3	1	7	7	7	4	6	7	3	4	5	5	7	7	2	4	なし	仏教式		大学・大学校	日本	日本	会社員	京都府		はい		1	1	1	3
396	男性	50	関東	3	2	3	3	1	4	3	1	7	7	4	2	3	4	4	4	1	1	1	B	1	1	1	1	1	1	1	1	1	1	1	1	1	-4	1	0	-2	-2	2	3	2	0	0	0	5	0	0	0	7	0	5	0	0	5	4	5	5	4	4	4	4	3	5	6	6	2	2	2	なし	仏教式		高等学校	日本	日本	会社員	千葉県		はい	基礎レベル（Basic）	5	3	1	2
664	女性	36	関東	5	5	5	5	5	5	5	5	4	4	4	4	3	7	4	4	5	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	0	5	8	5	3	8	10	3	3	4	10	7	10	8	7	10	5	4	4	5	6	6	3	2	2	4	7	4	2	3	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	専業主婦	東京都		はい		6	2	1	2
778	男性	43	関東	4	4	2	4	1	4	4	1	2	3	1	2	6	6	2	3	6	3	3	A	6	6	6	6	7	5	6	6	6	6	4	6	6	-4	-4	-4	-2	-4	1	2	6	0	0	2	7	0	0	0	8	0	1	0	0	0	4	5	2	5	6	4	3	2	2	5	4	4	4	3	なし	無宗教式		大学院	日本	日本	会社員	東京		はい		7	4	1	2
695	女性	49	中部・北陸	4	4	4	4	2	5	4	4	3	2	2	2	1	6	3	2	4	2	2	B	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	-4	-3	4	7	7	5	3	6	6	5	6	5	7	6	6	6	5	5	6	7	2	6	7	6	1	2	2	7	6	6	7	7	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	岐阜県		はい		4	7	1	10
371	男性	22	近畿（関西）	3	2	2	3	2	4	2	2	2	2	2	5	6	7	3	7	3	6	4	A	7	6	6	5	6	6	5	4	7	7	4	5	5	3	2	-2	-4	-2	-2	7	0	7	7	3	2	5	1	1	1	3	7	4	1	4	1	2	7	1	4	3	5	4	2	7	4	4	5	4	なし	無宗教式		大学・大学校	日本	日本	営業	兵庫		はい	会話レベル（Conversational）	3	2	1	3
666	女性	33	近畿（関西）	4	5	3	4	2	4	2	2	6	6	6	5	4	7	4	4	1	6	1	A	2	1	1	1	1	1	1	1	1	1	1	1	1	0	3	0	2	3	2	5	7	5	5	8	9	5	6	5	9	7	8	6	6	8	3	6	5	3	5	4	3	3	2	5	4	5	3	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	専業主婦	大阪		はい		4	2	1	3
559	女性	29	関東	5	4	2	4	4	3	4	3	4	4	3	3	3	6	3	3	3	3	3	A	2	1	1	2	1	2	1	1	1	1	1	1	2	-1	2	2	4	3	3	5	6	6	4	6	6	2	6	3	4	7	5	7	4	4	4	6	5	6	4	4	4	3	4	5	5	4	3	2	なし	無宗教式		大学・大学校	日本	日本	理学療法士	千葉県		はい		2	1	1	0
4761	男性	50	近畿（関西）	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	5	7	7	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	3	5	3	5	3	3	5	5	なし	仏教式		大学・大学校	日本	日本	会社員	大阪		はい	ネイティブ(母語が日本語である)	8	8	8	0
819	女性	21	関東	4	4	4	3	2	4	2	3	5	4	4	3	4	6	4	3	6	4	4	A	1	2	2	2	2	2	2	2	2	2	1	3	3	0	1	2	2	2	3	1	3	2	0	0	2	0	1	0	7	5	6	5	1	6	5	5	2	5	6	5	3	3	2	6	5	5	5	5	なし	その他	わからない	高等学校	日本	日本	学生	東京		はい		4	2	1	0
946	女性	32	近畿（関西）	4	4	4	4	2	2	2	2	6	6	4	6	6	2	5	5	2	6	4	A	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	3	3	3	7	6	6	6	6	6	6	6	5	6	7	7	6	6	7	5	4	4	6	5	6	3	1	2	3	5	4	4	4	なし	その他	わからない	専門学校・高等専門学校（高専）・短期大学	日本	日本	無職	兵庫県		はい		7	2	1	5
800	その他	43	関東	4	4	4	4	1	5	4	4	5	4	3	3	2	4	3	3	4	3	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	4	7	7	2	6	8	2	8	1	6	6	7	7	6	7	4	7	2	5	5	7	3	2	2	6	5	6	5	5	なし	仏教式		大学・大学校	日本	日本	事務	千葉県		はい		1	1	1	3
353	女性	41	関東	4	4	4	4	4	4	3	3	4	4	4	4	4	5	4	4	4	4	4	A	3	3	2	2	2	2	2	2	2	2	2	2	2	1	3	1	1	1	1	5	6	5	5	6	6	5	5	5	8	5	5	7	6	7	3	3	3	4	4	5	3	4	4	5	4	4	3	4	なし	神式（神道式）		大学院	日本	日本	歯科医師	神奈川県		はい		3	5	1	0
852	女性	45	近畿（関西）	3	4	4	4	4	5	4	4	5	4	2	2	3	4	3	3	4	2	2	A	4	3	2	2	3	2	2	1	4	2	1	3	3	-2	2	0	-2	0	0	0	6	4	0	7	6	0	5	4	6	2	3	4	4	5	5	4	2	4	5	6	3	3	2	6	5	5	4	4	なし	仏教式		大学・大学校	日本	日本	主婦	大阪府		はい		7	5	1	6
869	男性	47	関東	3	3	3	3	2	3	3	2	4	4	4	5	4	5	4	4	4	4	4	A	4	4	4	4	4	4	4	1	4	4	1	4	4	-4	-4	-4	-4	-4	-4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	4	4	4	4	4	4	4	4	4	3	1	4	なし	仏教式		大学・大学校	日本	日本	会社員	神奈川県		はい		1	1	1	0
369	男性	35	関東	2	4	2	3	4	5	4	3	2	2	1	2	1	6	5	1	6	1	2	A	2	2	1	2	1	1	1	1	1	1	1	1	2	0	3	2	3	3	2	5	7	5	5	7	8	5	5	5	7	5	7	6	6	5	4	6	7	4	3	5	4	4	5	4	5	4	4	6	神道	神式（神道式）		専門学校・高等専門学校（高専）・短期大学	日本	日本	se	神奈川県		はい		8	5	2	10
521	男性	48	九州・沖縄	3	1	1	1	1	1	1	1	2	2	1	1	1	5	2	1	4	1	1	A	4	4	4	4	4	4	4	1	4	4	1	4	4	-4	-4	-4	-4	-4	-4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	なし	その他	葬式はしない	高等学校	日本	日本	会社員	大分県		はい		1	1	1	0
755	男性	35	北海道・東北	4	5	2	3	5	4	3	1	3	2	4	3	1	7	5	2	7	1	2	A	4	3	3	3	3	2	5	2	6	2	2	4	5	-4	-4	1	-4	-3	4	0	10	0	0	5	10	0	1	0	10	0	10	5	0	10	4	7	5	4	6	3	5	4	5	3	4	4	3	5	仏教	仏教式		大学・大学校	日本	日本	獣医師	宮城県		はい		4	6	2	1
1097	男性	43	関東	5	5	3	4	3	4	4	5	4	6	2	4	4	7	4	4	4	5	4	A	4	2	2	2	6	2	1	1	7	2	1	6	6	4	4	2	0	2	2	5	10	5	5	6	10	5	7	0	10	5	6	7	6	7	5	6	2	7	5	7	2	1	2	7	6	6	6	7	神道	神式（神道式）		大学・大学校	日本	日本	会社員	東京都		はい		8	4	1	1
1099	女性	42	中国・四国	4	4	3	2	5	4	2	2	3	2	1	3	3	6	7	3	5	1	3	A	6	3	2	7	3	3	3	2	4	4	2	3	5	-4	-4	3	0	1	1	2	10	10	2	6	9	4	5	7	9	6	0	6	0	6	7	5	7	5	6	5	4	3	5	6	2	6	4	5	真言宗らしい	仏教式		大学・大学校	日本	日本	主婦	岡山県		はい		2	1	6	1
660	男性	59	北海道・東北	5	5	4	4	1	3	3	3	4	4	3	3	3	5	4	4	3	4	3	A	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	6	7	5	4	6	7	5	5	3	7	6	7	5	5	7	4	4	2	5	6	5	2	2	2	5	5	5	5	6	仏教	仏教式		大学・大学校	日本	日本	会社員	北海道		はい		6	4	1	0
1672	男性	51	関東	4	3	3	4	2	4	2	3	3	4	1	2	2	4	4	2	1	4	4	A	1	1	1	1	1	1	1	1	4	1	1	4	1	0	0	0	0	0	2	0	8	5	0	5	8	0	7	0	8	7	6	6	6	6	4	5	3	4	4	4	4	4	4	4	4	3	4	4	なし	無宗教式		大学・大学校	日本	日本	会社経営	東京都		はい		6	4	1	6
864	女性	29	北海道・東北	5	5	5	3	3	5	4	4	6	5	3	6	5	5	4	5	4	5	5	A	2	1	1	1	3	1	1	1	1	1	1	1	1	4	4	4	4	0	3	6	5	5	3	8	8	5	5	7	8	5	2	6	5	6	5	5	3	5	5	5	3	2	2	6	6	6	7	5	神道	仏教式		大学・大学校	日本	日本	会社員	宮城県		はい		6	2	1	0
626	女性	42	近畿（関西）	3	4	4	3	3	4	3	4	6	3	2	2	3	4	4	2	4	2	1	B	4	1	1	1	1	1	1	1	2	2	1	5	4	0	0	0	0	0	4	5	7	7	7	7	7	3	7	3	7	8	7	7	5	7	4	6	2	4	6	4	2	3	2	4	4	4	4	5	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	フリーランス	京都府		はい		5	1	1	2
541	男性	54	近畿（関西）	4	4	5	5	2	5	5	5	6	6	6	6	6	5	5	6	6	5	6	B	5	5	5	4	4	4	5	5	5	4	5	5	5	-2	-2	2	2	-2	2	8	7	7	7	8	8	7	6	8	8	7	7	7	7	8	5	5	4	5	5	6	5	5	5	5	5	5	5	5	浄土真宗	その他	浄土真宗	高等学校	日本	日本	SE	大阪		はい	基礎レベル（Basic）	2	2	2	0
571	女性	22	関東	3	2	2	4	1	5	1	3	2	2	1	2	4	4	4	2	4	1	2	A	2	2	1	2	2	2	2	1	2	1	1	4	4	1	1	2	3	2	2	7	1	2	0	1	6	1	0	0	9	0	1	6	2	6	5	5	2	7	7	7	1	1	1	7	7	7	7	7	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	社員	茨城		はい		7	3	1	0
5753	女性	50	関東	5	4	4	4	5	4	3	2	4	4	1	2	3	6	4	1	4	1	1	B	7	7	1	1	1	1	1	1	2	1	1	2	2	-3	0	-2	-2	-2	0	3	6	0	0	0	9	0	0	0	10	1	5	6	0	10	4	3	2	3	6	5	2	2	1	5	5	4	4	4	なし	無宗教式		大学・大学校	日本	日本	主婦	埼玉県		はい		6	4	1	8
684	男性	20	近畿（関西）	5	4	2	4	1	4	4	3	7	6	4	2	6	5	6	6	4	4	4	A	3	4	4	3	4	4	4	3	4	4	2	4	4	2	2	2	2	2	1	0	7	3	0	0	7	0	0	0	6	2	6	5	0	7	5	2	2	6	6	6	2	3	2	6	6	6	6	6	なし	仏教式		高等学校	日本	日本	学生	大阪		はい		6	4	6	1
896	女性	25	中国・四国	4	4	4	2	1	2	2	1	6	6	3	6	6	6	5	6	6	5	3	A	2	1	2	2	2	4	3	2	4	2	1	4	3	-2	-1	1	1	0	-2	6	8	5	9	5	3	3	1	1	7	1	7	1	1	7	6	6	5	4	5	6	3	5	3	7	4	5	3	4	なし	仏教式		大学・大学校	日本	日本	会社員	広島		はい		2	2	1	1
531	女性	59	関東	4	5	4	4	2	5	4	3	6	6	4	3	3	5	4	4	2	4	4	B	2	1	1	2	2	1	2	1	1	1	1	2	3	1	2	0	2	1	2	3	7	5	1	3	9	1	7	1	9	7	9	8	7	9	3	4	5	2	6	4	3	3	3	4	1	6	2	3	なし	無宗教式		大学・大学校	日本	日本	専業主婦	千葉県		はい		3	5	1	3
457	男性	43	関東	4	4	4	2	1	4	4	2	7	7	4	4	6	4	5	5	1	3	3	A	2	1	1	1	1	1	1	1	5	1	1	1	1	-4	-4	-4	0	-4	-4	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	7	5	3	3	3	3	5	4	2	3	2	1	2	なし	無宗教式		高等学校	日本	日本	会社員	東京都		はい		1	1	1	0
577	女性	27	近畿（関西）	5	5	5	3	2	5	2	2	7	7	7	7	7	7	7	7	7	7	7	A	2	2	2	2	2	2	2	2	2	2	2	6	2	4	4	4	4	4	4	5	5	5	5	5	8	5	8	5	8	5	8	5	5	8	6	6	2	6	6	6	2	6	2	2	2	2	2	6	キリスト教	仏教式		大学・大学校	日本	日本	医療	大阪府		はい		6	1	2	1
1091	男性	48	中国・四国	3	3	2	4	1	4	4	4	6	6	2	3	4	5	6	5	2	4	4	A	3	1	1	1	1	1	1	1	1	1	1	2	3	-3	1	2	0	0	3	8	5	5	5	7	7	5	7	8	9	9	6	8	6	6	5	5	6	5	5	5	2	3	2	5	7	6	6	6	金光教	神式（神道式）		大学・大学校	日本	日本	金融業	岡山県		はい		3	2	1	2
976	女性	52	北海道・東北	5	5	4	5	3	4	3	3	7	7	3	6	5	7	7	7	1	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	2	2	4	7	5	6	7	8	5	8	7	6	6	8	5	6	5	5	5	5	1	4	5	5	1	2	1	3	6	6	4	7	なし	神式（神道式）		高等学校	日本	日本	運転手	福島県		はい		4	1	1	1
1026	女性	37	関東	4	4	3	4	3	4	3	3	2	2	6	3	4	7	1	2	6	2	2	A	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	3	7	0	0	1	3	0	0	0	8	0	1	0	0	6	4	3	4	5	5	5	3	2	2	6	4	5	2	5	なし	その他	特になし	専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	東京		はい		4	2	1	0
780	女性	31	中部・北陸	4	4	3	3	2	4	2	3	4	4	4	4	3	5	4	3	6	3	2	A	4	4	3	3	3	3	3	3	2	3	1	3	4	1	1	2	2	2	2	0	6	5	0	6	6	3	5	5	8	5	6	6	5	6	3	4	3	3	4	4	4	4	4	5	4	4	3	4	なし	仏教式		高等学校	日本	日本	専業主婦	愛知県		はい		6	2	1	2
443	男性	46	近畿（関西）	2	3	4	3	2	4	1	3	4	4	4	4	3	2	5	6	5	4	1	B	3	4	3	5	2	4	6	1	5	6	2	5	4	-3	-1	2	-3	-3	3	0	9	0	5	3	8	3	3	6	9	2	8	8	6	6	3	4	4	6	6	2	6	3	4	2	3	3	4	4	仏教	仏教式		大学・大学校	日本	日本	製造	大阪		はい		4	6	2	6
560	男性	52	中部・北陸	5	4	4	3	1	4	4	2	4	4	1	1	4	7	3	3	2	4	1	A	3	2	1	1	1	1	1	1	1	1	1	2	2	-4	-4	-4	-4	-4	0	0	5	0	5	5	5	0	0	0	7	0	0	0	0	3	5	7	2	6	6	5	2	1	1	5	7	4	1	6	なし	仏教式		高等学校	日本	日本	会社員	愛知県		はい		5	7	1	0
565	女性	39	関東	2	2	2	4	3	5	5	1	5	3	3	1	4	6	1	1	4	1	1	A	4	3	3	3	3	3	3	3	3	3	3	3	3	-4	-4	-4	-4	-4	-3	0	10	1	0	0	10	0	1	0	10	1	5	2	0	10	1	7	7	1	5	3	5	4	5	7	1	1	1	1	なし	仏教式		大学・大学校	日本	日本	パート	埼玉県		はい		1	1	1	1
608	男性	45	中部・北陸	4	4	4	4	1	5	3	4	1	1	1	1	2	7	4	2	6	1	1	A	2	2	1	2	1	2	2	2	2	2	1	3	3	4	4	3	2	2	4	4	10	8	6	7	10	4	8	4	10	8	10	9	5	10	2	6	5	3	4	4	5	4	5	3	4	2	1	4	なし	仏教式		大学・大学校	日本	日本	会社員	岐阜県		はい	ネイティブ(母語が日本語である)	6	3	1	1
707	男性	48	近畿（関西）	5	4	3	2	2	4	3	2	6	7	4	5	6	7	6	6	1	4	4	B	4	5	4	6	6	7	5	5	4	5	3	4	4	-1	-2	-2	-3	-3	-1	10	10	0	0	0	9	0	0	0	10	0	7	6	5	8	4	6	5	5	4	6	6	3	6	5	6	2	3	6	仏教	仏教式		大学・大学校	日本	日本	会社員	京都府		はい		7	6	1	5
468	女性	41	関東	3	4	3	4	2	5	3	2	6	6	3	2	4	5	4	3	2	4	3	A	6	4	4	5	5	2	3	4	5	5	1	5	5	2	1	4	3	2	4	4	3	1	1	4	6	2	2	2	7	6	5	6	4	7	5	4	3	3	4	6	4	3	3	6	3	5	1	3	仏教	仏教式		大学・大学校	日本	日本	会社員	茨城県		はい		6	3	1	6
752	女性	55	関東	3	3	2	4	1	4	2	3	4	4	3	4	4	5	4	3	4	3	4	B	4	3	2	2	2	1	2	2	2	2	2	2	2	0	0	0	0	0	4	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	4	2	1	4	3	4	1	4	1	4	4	4	4	4	なし	仏教式		大学・大学校	日本	日本	会社員	千葉		はい	基礎レベル（Basic）	4	1	1	0
1037	女性	45	九州・沖縄	4	4	4	4	2	4	4	3	6	6	3	3	4	6	4	3	1	3	3	A	3	2	2	2	2	1	4	3	5	2	1	5	4	0	0	1	3	3	4	7	6	6	0	6	8	0	6	2	7	6	8	6	5	8	5	7	1	5	6	4	1	3	2	7	5	4	3	3	なし	仏教式		高等学校	日本	日本	無職	熊本県		はい		6	4	1	10
996	女性	41	中部・北陸	5	5	3	5	4	4	5	5	4	6	1	1	4	4	7	1	4	4	4	A	2	4	2	4	4	2	4	1	2	3	1	4	4	3	3	3	0	0	4	5	7	5	4	5	8	5	7	0	8	5	6	8	0	7	6	7	1	4	6	6	1	1	1	6	6	6	6	7	仏教	仏教式		大学・大学校	日本	日本	薬剤師	三重県		はい	ネイティブ(母語が日本語である)	4	1	1	6
2724	女性	40	関東	4	4	4	4	1	3	3	2	4	5	2	2	4	4	4	4	3	4	3	A	1	1	1	1	1	1	1	1	2	1	1	1	1	-3	-2	3	3	2	0	7	7	7	7	5	5	5	7	6	8	8	2	7	5	6	5	4	2	4	5	5	2	4	2	6	5	4	4	5	創価学会	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	医療専門職	東京都		はい	ネイティブ(母語が日本語である)	6	4	1	10
1039	女性	42	中部・北陸	5	4	4	5	5	5	4	3	6	4	3	5	4	5	4	4	4	3	4	B	3	3	3	3	3	1	1	1	4	3	1	4	4	-4	-4	-1	-1	-1	1	0	7	0	2	5	6	0	0	0	6	0	5	4	0	6	5	4	2	5	6	6	2	2	2	5	6	4	5	5	仏教	仏教式		高等学校	日本	日本	パートタイマー	静岡県		はい		3	1	1	1
2295	男性	39	近畿（関西）	3	3	3	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	B	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	無宗教式		大学院	日本	日本	会社員	大阪府		はい	基礎レベル（Basic）	5	5	5	4
1088	女性	41	関東	3	4	4	4	4	4	4	3	4	2	1	1	1	4	3	1	4	2	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	2	2	3	6	5	5	4	3	6	5	5	5	6	5	3	5	3	5	5	6	2	3	5	4	2	2	2	6	5	4	3	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	アルバイト	東京都		はい		4	2	1	5
1242	女性	35	九州・沖縄	4	5	3	3	1	4	2	2	7	6	2	2	2	5	4	3	1	5	4	A	1	1	1	1	1	1	1	1	1	1	1	1	2	1	-4	-4	2	1	1	8	6	6	6	6	7	6	6	6	7	6	7	6	6	6	3	3	1	6	5	6	1	1	1	5	7	6	5	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	保育士	沖縄県		はい		8	8	3	1
1214	男性	58	近畿（関西）	4	4	4	4	2	4	4	3	4	5	4	4	4	5	4	5	4	4	4	A	5	5	5	4	5	5	5	4	5	5	5	5	5	1	1	1	0	0	1	5	6	5	6	5	6	5	5	5	6	5	5	6	5	5	4	4	5	4	4	4	4	4	4	5	4	4	5	4	仏教	仏教式		高等学校	日本	日本	衣料卸し	兵庫県		はい		4	2	1	5
1279	男性	58	関東	5	5	3	4	5	4	2	4	1	1	1	1	4	4	5	1	4	1	1	A	2	1	1	1	1	1	1	1	1	1	1	2	2	4	3	0	-2	0	1	5	7	5	2	5	7	1	0	1	7	0	8	3	0	8	4	4	4	4	4	4	3	3	3	3	5	4	2	3	なし	仏教式		大学・大学校	日本	日本	医師	千葉		はい	ネイティブ(母語が日本語である)	1	1	1	0
614	女性	33	関東	4	4	3	4	5	5	4	4	6	5	4	4	5	5	4	5	7	5	2	A	1	1	1	2	3	2	2	1	2	1	1	4	4	0	-2	-2	0	-2	2	5	7	6	0	0	8	0	6	0	9	5	6	6	6	7	4	2	3	4	7	5	2	5	2	7	5	7	5	5	なし	無宗教式		専門学校・高等専門学校（高専）・短期大学	日本人	日本	会社員	東京都		はい		5	4	1	5
414	女性	43	関東	4	4	4	4	2	4	4	4	6	4	4	4	4	4	4	4	4	3	4	A	3	5	2	2	2	2	2	2	3	2	1	3	2	0	0	0	-4	-4	-4	5	5	0	0	5	5	0	0	0	5	5	8	7	6	8	1	2	2	3	2	2	2	2	2	4	4	4	4	4	なし	仏教式		大学・大学校	日本	日本	専業主婦	千葉		はい		6	4	1	1
569	女性	40	近畿（関西）	4	5	5	3	4	4	3	2	3	1	2	1	2	6	1	1	4	1	1	A	2	1	2	1	1	1	1	1	1	1	1	1	1	-3	-3	-1	-4	-4	-4	1	1	1	0	0	8	0	4	0	6	2	6	3	4	6	3	7	7	4	6	7	4	5	5	7	4	4	5	4	なし	仏教式		大学・大学校	日本	日本	無職	兵庫		はい		2	2	1	0
1198	女性	41	近畿（関西）	4	4	2	4	2	5	4	4	6	6	3	6	5	7	5	4	4	2	2	A	1	1	1	1	2	1	2	1	2	1	1	3	2	-3	0	0	-1	-1	2	5	6	4	2	4	6	6	7	4	7	6	7	6	4	8	5	6	2	4	6	5	3	3	3	6	5	5	5	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	無職	兵庫県		はい		4	3	1	3
853	男性	44	関東	4	4	4	4	2	4	4	2	6	4	2	5	4	6	3	3	3	3	3	B	6	3	3	3	3	2	2	2	2	2	2	3	3	-2	-2	-1	1	0	1	3	7	3	3	6	7	3	4	5	7	4	6	6	4	6	3	5	3	4	5	5	3	3	3	5	5	4	3	4	仏教	仏教式		大学・大学校	Japan	Japan	会社員	神奈川		はい		4	1	1	2
530	女性	41	関東	4	4	2	3	1	4	3	2	6	4	4	5	5	4	4	5	4	3	1	A	3	3	4	7	3	6	5	3	6	6	1	5	5	-2	-2	-2	-1	-4	1	7	9	0	0	4	10	0	0	0	10	6	6	4	0	9	2	7	4	2	5	1	4	3	2	7	2	6	1	1	なし	無宗教式		大学・大学校	日本	日本	主婦	東京		はい		3	2	1	1
581	女性	44	北海道・東北	2	4	2	2	2	1	1	1	6	5	4	3	5	6	5	4	3	4	5	A	2	1	4	1	4	1	5	2	5	1	4	5	4	-2	1	-2	0	0	0	6	3	1	5	5	8	0	6	6	8	9	6	1	0	4	2	7	7	1	5	1	5	5	7	5	1	1	1	2	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	専業主婦	北海道		はい		2	2	1	1
