id	cul	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6.	AC_7	AC_8	AC_9.	AC_10	AC_11	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2.EC	IRI_4.EC.	IRI_9.EC	IRI_14.EC.	IRI_18.EC.	IRI_20.EC	IRI_22.EC	IRI_3.PT.	IRI_8.PT	IRI_11.PT	IRI_15.PT.	IRI_21.PT	IRI_25.PT	IRI_28.PT	EXP_1	EXP_2	EXP_3	RHAB	FNL1	FNL2	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RATE_WITCH
826	JP1741	JP	4	5	6	4	6	4	3	6	4	4	7	4	4	4	4	5	3	2	4	4	3	5	3	2	3	3	2	5	3	5	2	3	1	2	2	0	1	1	4	6	5	4	6	6	5	5	5	6	4	6	7	5	6	3	4	4	4	3	4	5	3	3	3	5	4	3	5	7	2	1	3	仏教式		0	49	関東	なし	日本	日本	会社員	千葉県	はい		専門学校・高等専門学校（高専）・短期大学	A
827	JP1742	JP	4	4	5	4	4	5	6	5	4	5	7	4	4	3	4	1	4	1	5	3	3	6	4	2	4	5	3	2	6	7	4	4	-1	1	2	-1	2	0	3	5	5	2	7	7	5	5	3	6	2	6	6	0	8	2	3	4	3	3	4	4	2	4	4	5	5	1	4	6	4	1	2	仏教式		0	43	関東	なし	日本	日本	経営者	埼玉県	はい	ネイティブ(母語が日本語である)	大学・大学校	A
828	JP1743	JP	7	7	6	7	7	7	7	7	7	7	7	7	7	5	5	1	3	1	5	5	5	5	5	1	5	5	1	5	3	7	4	5	-4	1	4	1	0	1	10	5	6	3	0	5	0	6	0	6	10	2	6	6	0	5	7	5	7	7	7	1	1	5	5	5	7	5	4	7	5	1	2	仏教式		0	48	関東	なし	ジャパン	ジャパン	会社員	埼玉	はい		専門学校・高等専門学校（高専）・短期大学	A
829	JP1744	JP	5	5	6	5	5	6	6	5	5	5	6	5	5	3	3	3	4	3	4	4	3	5	5	5	5	4	4	4	4	3	5	5	-2	-2	-2	-3	-3	-3	5	5	5	5	5	5	5	5	4	9	6	7	7	7	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	1	1	2	無宗教式		1	52	近畿（関西）	    なし	日本	日本	アルバイト	兵庫	はい		専門学校・高等専門学校（高専）・短期大学	A
830	JP1745	JP	7	7	7	5	5	6	7	7	3	6	7	4	5	3	4	2	2	2	3	3	3	7	5	5	2	2	2	6	2	4	2	1	2	2	2	0	2	4	3	7	0	0	7	10	3	3	0	10	2	8	8	2	8	6	5	5	6	6	2	4	1	5	4	7	4	2	5	4	2	1	3	仏教式		1	31	中部・北陸	無宗教	日本	日本	無職	新潟県	はい		大学・大学校	B
831	JP1746	JP	1	1	1	1	1	1	1	7	1	7	7	1	1	3	3	3	3	1	3	2	3	7	7	7	7	7	1	7	7	7	7	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	1	2	0	2	7	7	5	7	7	5	7	1	5	5	5	5	4	5	8	8	4	0	仏教式		0	45	関東	なし	日本	日本	会社員	埼玉	はい		大学・大学校	A
832	JP1747	JP	6	7	7	6	7	5	6	7	7	7	7	6	6	4	4	4	4	1	3	3	3	4	2	1	1	4	2	1	1	4	1	1	0	0	0	0	0	2	6	7	7	5	6	7	6	8	6	8	8	8	9	7	7	4	4	6	5	5	5	4	3	5	4	6	6	3	4	2	2	1	1	仏教式		0	42	関東	なし	日本	日本	会社員	神奈川県	はい		大学・大学校	A
833	JP1748	JP	6	7	7	6	7	7	7	7	5	7	7	6	6	4	4	3	3	1	1	1	1	5	4	4	1	4	7	4	1	4	1	4	0	0	2	0	2	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	5	4	5	5	5	4	4	4	4	5	4	4	7	1	1	0	仏教式		1	39	九州・沖縄	なし	日本	日本	主婦	福岡県	はい		専門学校・高等専門学校（高専）・短期大学	A
834	JP1749	JP	5	6	5	4	5	5	4	5	5	5	7	5	5	4	3	4	3	1	5	3	3	7	5	2	3	4	3	5	3	5	2	5	3	2	4	0	0	1	5	7	5	4	7	7	5	7	4	6	7	5	6	6	5	2	6	3	5	5	5	5	1	3	2	2	5	3	6	6	1	1	1	仏教式		0	37	九州・沖縄	なし	日本	日本	診療放射線技師	鹿児島県	はい		専門学校・高等専門学校（高専）・短期大学	A
835	JP175	JP	5	6	5	6	6	6	7	7	7	7	7	6	5	4	4	4	5	3	5	3	5	5	1	2	1	5	1	3	2	5	1	2	-4	3	3	3	1	0	10	10	8	8	9	10	5	6	9	10	7	10	8	4	10	1	2	5	2	2	6	2	3	3	3	3	5	1	3	2	2	2	1	無宗教式		0	22	関東	なし	日本	日本	無職	千葉	はい		中学校	A
836	JP1750	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	4	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	3	4	4	6	10	8	6	6	10	3	8	4	10	8	9	9	9	7	7	7	7	7	7	6	7	2	6	7	7	7	7	7	7	7	1	10	無宗教式		0	57	関東	キリスト教プロテスタント	日本	日本	会社員	kanagawaken	はい		大学・大学校	B
837	JP1751	JP	3	7	6	6	6	6	6	6	7	6	6	6	5	3	4	4	5	2	4	5	4	6	6	4	4	5	4	4	4	4	4	5	2	2	2	1	2	3	7	5	7	7	5	5	8	5	7	8	8	6	8	8	6	5	3	5	4	3	4	5	3	6	4	3	4	4	4	4	3	3	2	仏教式		0	55	北海道・東北	なし	日本	日本	会社員	福島県	はい	ネイティブ(母語が日本語である)	高等学校	A
838	JP1752	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	2	5	2	4	4	4	4	2	5	5	3	5	5	3	5	5	7	5	3	4	4	0	4	4	4	0	10	0	0	0	10	0	0	0	10	0	10	0	0	10	7	7	7	1	1	7	7	1	7	7	1	7	7	7	7	6	2	10	仏教式	なし	0	32	中部・北陸	なし	日本	日本	会社員	岐阜県	はい	ネイティブ(母語が日本語である)	専門学校・高等専門学校（高専）・短期大学	B
839	JP1753	JP	3	5	5	5	5	5	5	5	5	5	5	5	5	4	1	1	3	1	1	1	1	5	4	4	4	4	5	4	3	7	4	4	-4	-4	-4	-4	-4	-4	5	6	0	1	5	6	0	0	0	6	0	6	0	0	6	3	3	2	4	5	3	2	3	3	3	3	2	2	2	2	1	1	0	仏教式		0	55	関東	なし	日本	日本			はい	基礎レベル（Basic）	大学・大学校	A
840	JP1754	JP	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	6	6	4	仏教式		0	45	中部・北陸	なし	日本	日本	会社員	長野県	はい		大学院	A
841	JP1755	JP	7	7	7	7	7	7	7	7	4	7	7	7	7	4	4	4	4	1	2	2	2	3	3	1	3	4	2	1	1	6	2	1	0	4	4	4	4	4	0	8	5	0	5	8	0	8	0	8	8	8	8	8	8	1	3	4	7	7	4	3	3	6	5	7	6	4	3	6	2	1	0	無宗教式		0	57	九州・沖縄	先祖崇拝	日本	日本	看護師	沖縄県	はい	ネイティブ(母語が日本語である)	大学院	A
842	JP1756	JP	6	6	6	6	6	6	6	6	5	6	6	5	5	4	4	4	3	2	3	3	2	4	4	2	3	3	3	3	3	5	2	2	-2	0	0	0	0	1	3	7	3	3	3	7	3	3	3	7	3	7	6	3	6	4	4	5	5	5	4	4	3	4	4	4	4	4	4	7	3	1	1	仏教式		0	52	関東	なし	日本	日本	会社員	群馬	はい		大学・大学校	A
843	JP1757	JP	4	6	7	6	6	6	7	6	7	7	7	6	5	5	5	5	4	2	3	4	3	5	4	2	2	2	1	2	2	4	2	2	2	0	2	0	2	2	9	10	10	5	5	10	6	7	5	10	7	7	7	5	8	4	5	5	5	5	5	4	3	5	4	5	5	3	3	4	4	1	10	仏教式		0	51	関東	仏教	日本	日本	自営業	東京都	はい		高等学校	B
844	JP1758	JP	5	5	5	5	7	7	4	4	7	7	7	4	5	5	5	3	3	5	4	4	2	7	7	3	4	3	3	7	5	6	1	2	-3	-3	-2	2	3	4	0	0	0	0	7	7	5	0	0	7	5	4	0	0	7	3	2	5	1	6	2	4	2	4	3	6	5	4	6	6	2	2	1	仏教式		0	20	中部・北陸	なし	日本	日本	学生	愛知	はい	ネイティブ(母語が日本語である)	大学・大学校	A
845	JP1759	JP	1	2	5	3	4	5	7	6	3	3	7	4	3	5	5	5	5	1	5	5	1	7	7	4	4	1	4	4	5	7	7	5	-4	-4	-3	-4	-4	2	5	5	5	5	4	7	0	6	1	6	4	7	6	0	7	7	4	6	2	3	5	7	1	6	5	2	5	7	7	4	2	1	3	仏教式		0	51	関東	真言宗	日本	日本	公務員	神奈川	はい	ネイティブ(母語が日本語である)	大学・大学校	A
846	JP176	JP	5	6	6	5	6	6	7	7	7	6	7	6	6	5	4	1	4	1	1	2	5	6	6	2	3	6	1	6	2	2	6	7	-4	-4	-3	-3	-4	0	5	3	5	3	7	8	6	5	6	8	8	3	7	5	5	3	3	2	3	3	6	5	6	3	6	2	5	3	5	7	1	1	0	仏教式		1	34	関東	なし	日本	日本	主婦	東京	はい		大学・大学校	A
847	JP1760	JP	7	7	7	7	7	7	7	7	7	7	7	6	7	5	4	4	5	4	5	3	4	4	3	1	1	4	3	4	2	5	1	2	-1	-1	0	-2	-1	1	1	9	3	1	6	7	2	2	3	10	5	3	6	2	10	4	6	5	6	7	5	4	1	5	5	6	6	5	6	6	2	1	2	仏教式		1	34	中国・四国	仏教	日本	日本	サービス業	山口県	はい		高等学校	A
848	JP1761	JP	4	6	7	6	6	7	7	6	5	7	7	4	4	4	4	2	3	3	5	2	4	6	7	4	7	4	3	6	6	3	7	6	0	0	1	1	1	4	8	7	6	10	7	6	5	6	7	8	8	8	10	10	8	6	6	7	6	6	6	7	1	4	5	4	7	4	4	5	4	1	2	仏教式		0	36	九州・沖縄	ない	日本	日本	建設関係	福岡	はい		中学校	A
849	JP1762	JP	4	6	4	6	6	6	6	6	6	6	6	3	6	4	5	3	4	1	4	2	1	3	3	2	2	2	2	1	2	6	2	1	-1	1	1	-3	1	3	0	6	1	1	0	8	0	1	0	10	8	6	1	1	8	5	7	6	7	6	6	7	2	4	6	6	5	3	3	6	4	1	0	仏教式		1	46	中部・北陸	自然崇拝	日本	日本	ドッグトレーナー	新潟県	はい	ネイティブ(母語が日本語である)	専門学校・高等専門学校（高専）・短期大学	B
850	JP1763	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	0	仏教式		1	44	九州・沖縄	仏教	日本	日本	OL	福岡県	はい	ネイティブ(母語が日本語である)	大学院	A
851	JP1764	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	3	4	3	4	5	5	4	3	4	4	4	4	3	3	4	4	4	3	3	0	1	2	1	0	1	5	6	5	3	2	9	2	2	1	9	5	6	6	4	7	7	7	5	7	7	7	6	3	5	5	7	4	6	5	2	1	1	0	仏教式		1	30	関東	なし	日本	日本	会社員	東京	はい		大学・大学校	A
852	JP1765	JP	2	3	2	2	4	3	3	2	2	4	3	3	2	5	5	5	5	5	5	5	5	4	4	3	1	5	1	4	4	2	1	4	4	4	4	4	4	4	5	8	8	5	3	7	5	8	3	8	8	8	7	7	8	6	1	4	2	3	7	5	2	5	4	3	7	4	6	6	4	4	7	仏教式		0	47	近畿（関西）	仏教	日本	日本	建築士	大阪	はい		大学・大学校	A
853	JP1766	JP	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	2	5	3	4	6	2	2	2	2	2	2	2	7	1	1	-2	2	3	3	3	4	6	7	6	6	7	8	6	7	7	8	6	6	7	6	8	6	5	6	5	5	3	6	3	5	3	5	5	3	5	7	8	8	5	仏教式		0	35	近畿（関西）	真言宗	日本	日本	会社員	兵庫県	はい		専門学校・高等専門学校（高専）・短期大学	B
854	JP1767	JP	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	3	4	2	2	2	5	4	3	3	4	3	5	3	5	3	3	-1	-1	-1	-1	-1	1	4	5	3	3	2	6	4	3	1	6	3	4	1	0	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	1	1	1	仏教式		0	53	関東	なし	日本	日本	エンジニア	神奈川県	はい	ネイティブ(母語が日本語である)	大学院	B
855	JP1768	JP	6	5	5	4	2	4	4	3	2	3	5	5	3	4	3	3	3	3	3	4	5	2	2	1	5	7	1	7	6	4	7	7	-2	0	-1	-3	-2	-1	1	6	7	5	9	4	6	6	5	2	4	9	3	2	3	6	4	5	7	1	3	3	4	5	4	4	5	2	7	5	4	1	3	仏教式		0	30	関東	なし	日本	日本	サラリーマン	神奈川県	はい		大学・大学校	A
856	JP1769	JP	7	5	4	4	4	4	4	7	4	4	4	4	4	3	3	1	1	1	1	1	1	7	7	4	4	4	4	4	4	4	7	4	-4	-4	-4	-4	-4	-4	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	1	7	3	4	4	4	1	7	1	2	4	4	4	4	1	1	1	0	仏教式		0	52	近畿（関西）	ない	日本	日本	会社員		はい		大学院	B
857	JP177	JP	4	6	7	7	7	6	6	5	5	5	6	3	3	5	5	4	4	5	3	3	4	6	4	4	2	4	2	4	2	4	3	2	4	4	4	4	4	4	7	8	10	5	5	10	4	10	5	10	10	10	10	10	10	6	6	5	4	4	7	5	3	2	5	4	6	6	6	4	8	1	10	その他	天理教	0	29	九州・沖縄	天理教	日本	日本	インストラクター	福岡	はい		中学校	A
858	JP1770	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	3	1	3	3	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	-4	4	4	3	3	4	0	10	10	5	5	10	5	5	0	10	10	10	0	5	10	4	1	1	4	4	4	1	1	4	4	7	4	1	1	4	1	1	3	仏教式		0	52	北海道・東北	曹洞宗	日本	日本	パート	北海道	はい		専門学校・高等専門学校（高専）・短期大学	B
859	JP1771	JP	1	4	4	4	4	7	4	4	1	4	7	4	4	5	5	3	4	2	1	1	2	1	1	1	1	4	1	1	1	1	4	1	2	1	4	4	4	2	5	7	5	5	5	8	5	5	0	10	5	0	5	2	5	4	1	1	3	1	4	2	5	1	6	3	7	5	5	5	2	1	5	仏教式		1	38	関東	仏教	日本	日本	家事手伝い	東京都	はい		専門学校・高等専門学校（高専）・短期大学	B
860	JP1772	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	5	4	4	5	4	6	6	6	6	6	2	6	6	2	6	6	4	4	4	4	4	4	5	9	0	0	0	7	0	0	0	0	0	0	0	0	0	7	1	7	1	1	7	7	1	7	7	1	7	7	7	3	1	1	0	仏教式		0	42	近畿（関西）	なし	日本	日本	会社員	京都	はい		高等学校	A
861	JP1773	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	5	5	5	5	6	6	6	6	6	2	6	6	2	6	6	0	0	0	1	1	1	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	1	2	仏教式		0	45	関東	なし	日本	日本	会社員	神奈川県	はい	ネイティブ(母語が日本語である)	高等学校	A
862	JP1774	JP	6	6	6	6	6	6	6	6	6	6	6	2	4	5	5	3	4	2	4	1	2	2	1	1	2	2	4	4	2	4	1	4	-3	-3	-3	0	0	4	2	6	2	1	2	7	2	2	3	7	2	6	6	2	6	6	7	6	7	7	6	4	1	5	5	6	6	5	5	6	4	2	2	仏教式		0	39	九州・沖縄	仏教	日本	日本	無職	長崎	はい		大学院	B
863	JP1775	JP	7	7	7	7	7	7	7	7	1	7	7	4	4	5	5	5	5	3	5	3	5	4	4	1	1	7	4	4	1	4	4	4	-4	-4	-4	0	0	4	5	5	5	5	5	10	5	5	5	10	8	10	10	5	5	7	7	7	7	7	4	4	1	4	7	7	4	4	7	2	2	1	2	無宗教式		0	27	関東	なし	日本	日本	会社員	神奈川県	はい		大学・大学校	A
864	JP1776	JP	5	1	1	5	4	6	5	7	4	4	7	2	2	1	2	1	4	1	4	1	1	7	4	4	1	4	1	7	4	7	1	1	-4	-4	-4	-4	-4	4	0	10	0	0	0	10	0	0	0	10	0	10	10	0	10	1	1	4	1	1	6	1	7	1	4	4	5	4	1	4	1	1	1	仏教式		0	33	関東	なし	日本	日本	会社員	東京都	はい		大学・大学校	A
865	JP1777	JP	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	2	4	4	4	6	4	4	4	6	2	4	4	4	5	5	0	0	0	0	0	0	0	5	5	6	6	6	6	6	6	6	7	5	5	5	5	3	5	5	6	6	5	4	4	5	5	4	5	5	5	5	1	1	2	仏教式		0	44	中部・北陸	なし	日本	日本	会社員	新潟県	はい		高等学校	A
866	JP1778	JP	5	4	4	3	4	4	3	4	4	4	3	4	4	4	3	3	4	3	4	3	3	5	5	5	4	4	5	4	4	4	3	4	1	0	0	1	1	0	4	5	5	4	5	5	5	4	4	5	5	4	5	4	5	5	3	5	3	3	4	5	4	5	4	3	5	4	5	3	3	4	0	仏教式		0	56	中国・四国	なし	日本	日本	SE	広島	はい		大学・大学校	A
867	JP1779	JP	4	5	4	4	5	3	4	4	4	4	4	4	4	3	4	2	3	2	2	2	2	4	4	2	3	4	4	4	4	4	4	4	3	0	0	-4	0	0	5	4	6	6	4	5	5	5	5	6	6	6	6	5	5	4	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	1	4	無宗教式		0	53	中部・北陸	なし	日本	日本	会社員	静岡県	はい		高等学校	A
868	JP178	JP	4	7	5	5	6	6	5	7	7	7	7	4	4	5	5	5	3	3	4	3	3	4	4	1	4	4	4	4	4	7	4	4	0	0	3	0	0	0	5	10	5	0	5	10	0	5	5	10	5	5	5	5	10	2	3	4	4	4	3	3	1	4	4	4	4	2	4	7	2	1	7	その他	葬式不要、戒名無用	0	45	関東	檀家でも氏子でもないが、地元の神社と靖國神社には参拝する。	日本	日本	怪我の後遺症で就業不可	東京都	はい		専門学校・高等専門学校（高専）・短期大学	B
869	JP1780	JP	4	7	7	7	7	7	7	6	6	6	6	6	6	2	2	4	4	4	4	4	4	4	3	3	3	5	5	3	2	6	1	3	4	4	4	2	2	3	6	6	6	6	5	6	6	7	7	7	6	6	6	6	6	4	4	5	4	3	5	5	4	5	5	4	5	5	5	6	1	1	0	仏教式	日本人だから	0	50	北海道・東北	なし	日本	日本	会社員	福島県	はい	基礎レベル（Basic）	高等学校	A
870	JP1781	JP	7	3	6	6	6	4	6	7	6	4	7	7	7	1	2	3	1	5	1	1	1	3	4	1	1	2	6	1	3	6	3	1	-2	0	-3	-2	0	2	1	0	3	1	2	3	2	0	0	0	0	0	0	0	0	4	4	2	1	2	3	3	1	6	3	7	5	4	4	1	2	6	2	その他	わからない	1	58	関東	ない	日本	日本	公務員	埼玉県	はい		大学・大学校	A
871	JP1782	JP	6	6	7	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	-2	-1	-2	-1	-2	-3	4	5	3	4	4	3	1	2	2	3	5	4	3	2	4	3	6	5	3	5	4	4	4	3	4	4	3	4	3	1	1	1	0	仏教式		0	29	関東	なし	日本	日本	アルバイト	東京都	はい		大学・大学校	A
872	JP1783	JP	5	5	5	5	5	7	5	5	6	6	6	2	5	5	5	4	4	3	5	4	3	7	4	4	4	4	4	6	4	5	4	4	-4	-4	-4	-4	-4	2	5	10	0	1	0	10	0	5	0	10	5	5	0	0	10	6	5	7	6	7	6	6	3	5	6	5	7	6	6	7	5	1	2	仏教式		1	45	近畿（関西）	なし	日本	日本	会社員	滋賀県	はい		専門学校・高等専門学校（高専）・短期大学	B
873	JP1784	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	7	1	2	1	5	1	1	2	5	1	1	4	4	4	2	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	2	7	3	5	7	7	2	2	5	1	5	2	5	3	2	1	2	無宗教式		0	23	関東	なし	日本	日本	無職	千葉県	はい		高等学校	A
874	JP1785	JP	6	6	6	6	6	5	6	6	6	7	6	7	7	4	4	4	3	3	3	3	3	5	6	4	5	4	3	4	5	4	4	4	0	2	3	0	0	0	5	3	1	4	1	3	0	1	1	3	1	3	3	1	3	5	4	4	4	3	5	5	4	5	4	3	5	4	5	7	1	1	0	仏教式		0	56	関東	なし	日本	日本	販売	神奈川県	はい	ネイティブ(母語が日本語である)	大学・大学校	A
875	JP1786	JP	7	6	6	6	7	7	7	7	7	7	7	6	6	2	2	2	4	1	4	2	2	5	4	1	6	4	3	2	5	4	1	2	0	0	3	4	1	2	5	3	1	3	1	6	1	8	1	9	5	5	5	6	7	3	6	6	5	5	6	7	2	3	3	4	5	3	2	4	1	1	1	仏教式		0	54	近畿（関西）	なし	日本	日本	社員	奈良県	はい		専門学校・高等専門学校（高専）・短期大学	A
876	JP1787	JP	6	7	7	6	6	5	7	7	4	7	7	4	5	4	4	3	4	1	4	4	3	6	4	4	2	4	4	4	3	7	4	2	1	0	0	0	0	0	5	5	5	5	5	8	5	5	5	8	5	5	6	5	7	4	5	5	5	5	5	5	4	4	4	4	4	3	4	5	1	1	10	仏教式		0	35	中部・北陸	なし	日本	日本	会社員	静岡	はい		専門学校・高等専門学校（高専）・短期大学	A
877	JP1788	JP	4	7	7	5	5	7	7	7	7	7	7	7	7	1	1	1	4	4	1	1	1	4	1	4	1	1	1	7	1	4	1	1	-4	-4	-4	-4	-4	0	0	5	0	0	5	10	0	0	0	5	0	5	0	0	0	7	7	7	7	7	7	4	7	7	1	1	5	1	1	7	5	3	0	仏教式		0	53	関東	なし	日本	日本	自営業	東京都	はい		大学・大学校	A
878	JP1789	JP	4	4	6	3	3	5	4	5	3	5	5	3	4	3	3	3	4	2	4	3	1	6	6	4	5	6	4	6	5	7	5	5	0	0	0	0	0	0	5	10	0	0	1	9	0	0	0	10	5	7	2	0	6	7	5	6	6	3	6	6	2	5	6	4	6	5	6	4	4	2	3	仏教式		0	55	九州・沖縄	仏教	日本	日本	システムエンジニア	福岡	はい		高等学校	B
879	JP179	JP	4	5	3	3	3	6	6	6	4	6	6	5	5	5	5	5	5	3	5	5	5	6	2	2	1	5	3	1	2	5	1	1	0	1	-2	-4	-3	-2	0	7	0	0	2	7	0	0	0	7	7	0	0	0	6	3	2	2	2	3	6	2	3	3	7	2	4	2	3	6	5	1	5	仏教式		1	27	中部・北陸	神道	日本	日本	小売業	山梨県	はい		高等学校	A
880	JP1790	JP	5	5	4	3	3	2	2	5	1	3	6	1	1	3	4	4	3	1	4	3	2	7	6	2	7	6	3	6	7	3	1	2	2	2	1	1	1	1	1	6	5	0	1	8	0	6	0	7	6	4	6	5	6	5	3	6	5	5	4	2	5	5	6	5	5	3	4	5	2	1	10	仏教式		0	48	近畿（関西）	なし	日本	日本	会社員	兵庫県	はい		大学・大学校	A
881	JP1791	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	3	4	2	2	1	4	2	1	4	5	3	5	4	3	6	5	7	4	4	0	0	0	0	0	0	10	7	10	5	5	5	0	0	0	6	0	0	0	0	5	1	7	1	7	7	1	1	7	1	1	7	1	1	1	1	1	1	0	その他	なし	1	40	関東	なし	日本	日本	介護士	千葉県	はい	ネイティブ(母語が日本語である)	大学・大学校	A
882	JP1792	JP	1	5	6	1	5	2	2	3	1	2	6	2	3	4	4	3	4	2	3	4	2	7	5	5	2	4	6	6	5	6	2	2	-4	-2	-2	-3	3	4	7	4	0	3	4	7	0	1	0	10	3	3	1	0	3	2	3	2	3	3	5	6	6	5	5	1	4	1	2	4	1	1	10	仏教式		0	40	関東	なし	日本	日本	会社員	千葉県	はい		大学・大学校	A
883	JP1793	JP	5	7	5	6	6	7	7	7	7	7	7	5	5	4	5	5	5	5	5	4	5	6	4	3	3	5	1	6	3	3	3	7	0	-1	2	1	2	0	6	10	10	9	10	10	10	8	0	10	10	10	10	9	10	7	7	7	6	6	7	7	5	6	7	6	4	6	7	7	7	7	2	その他	nashi	1	29	関東	nashi	Japan	Japan	Life Insurance	Tokyo to	はい		大学・大学校	B
884	JP1794	JP	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	1	5	4	4	5	6	4	5	4	5	7	4	7	7	5	0	0	1	-1	-2	-3	5	6	4	6	6	7	5	3	2	7	3	7	9	5	7	1	7	1	7	7	1	1	7	1	1	7	1	7	7	1	1	1	0	無宗教式		1	40	近畿（関西）	なし	日本	日本	広告	東京	はい		大学院	B
885	JP1795	JP	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	3	4	4	4	6	6	4	6	6	2	6	6	4	7	7	2	0	0	3	3	3	9	5	7	9	9	8	10	7	10	6	6	6	7	7	7	6	2	5	4	3	5	5	2	6	4	4	5	5	5	8	2	2	2	無宗教式		0	45	近畿（関西）	なし	日本	日本	パート契約社員	大阪府	はい		高等学校	A
886	JP1796	JP	3	5	3	4	3	4	2	5	4	4	4	4	3	4	4	3	4	4	5	4	4	6	6	4	4	5	4	4	5	3	3	4	-4	-3	0	-4	-2	-3	3	7	0	0	0	5	0	0	0	5	2	1	0	0	1	2	2	5	3	4	3	4	3	5	6	3	5	3	5	4	3	2	0	無宗教式		1	27	関東	サタン教	日本	日本	デザイナー	東京	はい		大学・大学校	A
887	JP1797	JP	2	4	5	5	5	5	5	5	5	5	6	3	3	2	2	2	3	2	2	1	1	7	6	2	5	7	6	6	5	7	5	4	-3	-2	1	1	1	3	1	7	2	2	3	8	1	2	2	8	3	3	2	1	2	2	3	3	2	4	5	5	3	3	2	5	5	2	4	7	1	1	0	仏教式		0	53	関東	なし	日本	日本	無職	東京都	はい	ネイティブ(母語が日本語である)	高等学校	A
888	JP1798	JP	5	4	4	5	5	5	5	5	4	5	5	5	5	3	4	3	3	2	2	3	2	3	3	2	3	3	5	3	3	5	3	3	-2	0	1	2	0	1	5	5	5	5	3	3	2	3	3	5	4	3	4	2	3	3	4	4	4	4	4	4	4	4	4	4	4	3	4	1	1	1	0	仏教式		0	49	北海道・東北	なし	日本	日本	会社員	宮城県	はい	ネイティブ(母語が日本語である)	大学・大学校	B
889	JP1799	JP	3	2	5	4	5	5	7	7	4	7	7	4	5	3	2	1	3	1	5	5	5	7	7	4	4	5	1	7	5	7	7	4	4	4	4	4	4	4	7	6	5	5	8	7	10	2	9	5	3	0	6	0	0	4	3	2	1	1	5	5	2	3	4	1	4	1	1	8	4	1	1	仏教式		0	20	北海道・東北	なし	日本	日本	学生	福島	はい		高等学校	A
890	JP18	JP	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	2	3	2	3	4	3	6	5	4	6	6	4	6	6	7	6	5	0	2	2	1	1	2	3	6	3	3	3	6	3	3	4	6	3	6	6	3	6	5	5	5	5	5	5	4	2	3	4	5	5	4	5	5	4	1	6	仏教式		0	41	中部・北陸	なし	日本	日本	公務員	静岡県	はい		大学・大学校	B
